I-0,I-1,Desired,O-0,O-1,O-2,O-3,Actual,Correct
0.48271,0.33674,2,0.00689745,0.00883961,0.651525,0.385822,2,1
0.17173,0.33302,2,0.000857044,0.0825149,0.939011,0.0762095,2,1
0.2991,0.42866,2,0.0018907,0.175296,0.863633,0.0424848,2,1
0.34984,0.48396,2,0.00705469,0.453212,0.590829,0.0164546,-1,0
0.51782,0.6948,2,0.674097,0.446667,0.00341962,0.0271095,0,0
0.54878,0.40605,2,0.0597318,0.00242733,0.159122,0.68256,3,0
0.39133,0.44173,2,0.00366384,0.165785,0.758175,0.0472367,2,1
0.2772,0.41559,2,0.00152638,0.146482,0.889461,0.0491516,2,1
0.15877,0.14566,2,0.000765535,0.072552,0.945921,0.0837007,2,1
0.2068,0.47446,2,0.00401827,0.383439,0.728102,0.0196587,2,1
0.3405,0.53585,2,0.0242576,0.811414,0.258868,0.00496237,1,0
0.2724,0.37506,2,0.00106024,0.0987986,0.923935,0.0669106,2,1
0.21891,0.27126,2,0.00079452,0.0745761,0.943777,0.0821367,2,1
0.41903,0.37474,2,0.00221442,0.0487144,0.852036,0.123222,2,1
0.38695,0.50553,2,0.0158643,0.57662,0.370294,0.011921,-1,0
0.39176,0.3491,2,0.00141272,0.0577276,0.902121,0.104839,2,1
0.40516,0.38339,2,0.00197956,0.0630028,0.86486,0.100657,2,1
0.46463,0.32439,2,0.00417957,0.014354,0.757113,0.288878,2,1
0.43045,0.26258,2,0.00188291,0.0286691,0.875689,0.177232,2,1
0.50082,0.36256,2,0.0127768,0.00574676,0.496294,0.483983,-1,0
0.63641,0.42267,2,0.182109,0.00118345,0.0491017,0.809947,3,0
0.59599,0.45491,2,0.240213,0.00346672,0.0325266,0.649705,3,0
0.5541,0.45197,2,0.138105,0.0058515,0.0632156,0.534501,-1,0
0.46145,0.57178,2,0.182034,0.669796,0.0339704,0.010878,1,0
0.23218,0.45082,2,0.00250355,0.252576,0.820852,0.0304113,2,1
0.465,0.33226,2,0.00432538,0.0145586,0.750164,0.28713,2,1
0.34319,0.46322,2,0.00415276,0.311122,0.724388,0.0253212,2,1
0.33015,0.54076,2,0.0258754,0.834246,0.244069,0.00440457,1,0
0.51703,0.32889,2,0.0168125,0.00296512,0.431132,0.620538,3,0
0.24193,0.47953,2,0.00475127,0.429015,0.689113,0.0171873,2,0
0.38496,0.36938,2,0.00147941,0.0686607,0.896808,0.092057,2,1
0.39653,0.35279,2,0.00149988,0.0561133,0.89648,0.107615,2,1
0.44764,0.36388,2,0.00339219,0.0262556,0.790553,0.195923,2,1
0.3717,0.35481,2,0.00124957,0.0691257,0.912294,0.0903682,2,1
0.25782,0.47636,2,0.00451108,0.408881,0.701775,0.0182617,2,0
0.25875,0.3329,2,0.000882637,0.0816661,0.937224,0.077027,2,1
0.46665,0.46861,2,0.0242765,0.0952108,0.297138,0.0886302,-1,0
0.26321,0.32589,2,0.000870307,0.079928,0.938171,0.0782818,2,1
0.39407,0.41886,2,0.00258535,0.108472,0.823549,0.0665088,2,1
0.53242,0.56198,2,0.55934,0.175385,0.00614617,0.0721022,-1,0
0.51213,0.36747,2,0.0178563,0.00419645,0.41083,0.554312,-1,0
0.3342,0.52265,2,0.0174863,0.74802,0.337006,0.00647946,1,0
0.53534,0.50678,2,0.300098,0.0464901,0.0207631,0.187045,-1,0
0.37313,0.3869,2,0.00153927,0.085778,0.891628,0.0773886,2,1
0.36649,0.38388,2,0.00144334,0.0866941,0.89803,0.0763343,2,1
0.36485,0.3533,2,0.00119384,0.0713427,0.915975,0.0878428,2,1
0.37943,0.45192,2,0.00403916,0.219481,0.735066,0.0364881,2,1
0.37307,0.36938,2,0.00135994,0.0746761,0.904425,0.0856102,2,1
0.43889,0.36536,2,0.0028827,0.0320406,0.816313,0.169355,2,1
0.34824,0.30092,2,0.000962949,0.0657154,0.932303,0.0921045,2,1
0.51236,0.39914,2,0.0237788,0.00576679,0.334347,0.496902,-1,0
0.26123,0.28921,2,0.000820198,0.0748554,0.941939,0.0820997,2,1
0.34896,0.25339,2,0.000921671,0.0624421,0.935363,0.0954973,2,1
0.33682,0.52227,2,0.0175097,0.744808,0.336877,0.00656826,1,0
0.34111,0.35864,2,0.00110559,0.080871,0.921561,0.079038,2,1
0.40989,0.31919,2,0.00154527,0.042579,0.89491,0.132339,2,1
0.48105,0.20083,2,0.00533492,0.00818885,0.711982,0.395213,2,1
0.42956,0.52289,2,0.0421503,0.574151,0.167963,0.0130888,-1,0
0.46051,0.32017,2,0.00374765,0.0158504,0.777016,0.270741,2,1
0.46537,0.3713,2,0.00530849,0.0177202,0.704737,0.258936,2,1
0.19207,0.41192,2,0.0013574,0.137571,0.901516,0.0514649,2,1
0.44281,0.31685,2,0.00255298,0.0240511,0.837064,0.203505,2,1
0.643,0.29319,2,0.0827143,0.000364001,0.125677,0.910208,3,0
0.2301,0.28837,2,0.000808467,0.0756362,0.942742,0.0813325,2,1
0.47771,0.21343,2,0.00493387,0.00902687,0.727827,0.374986,2,1
0.31316,0.46294,2,0.00371322,0.320157,0.747214,0.0242775,2,1
0.22303,0.28918,2,0.000807442,0.0758229,0.942807,0.0811649,2,1
0.36484,0.22247,2,0.000971569,0.0573655,0.932175,0.102335,2,1
0.26913,0.45756,2,0.00301244,0.290357,0.788282,0.0266185,2,1
0.2946,0.38076,2,0.00112962,0.101512,0.918931,0.0657567,2,1
0.23186,0.24434,2,0.000785947,0.0731444,0.944444,0.0833371,2,1
0.26419,0.36627,2,0.00100255,0.0938217,0.928221,0.0695132,2,1
0.57464,0.27594,2,0.0474893,0.000679438,0.207378,0.85387,3,0
0.37361,0.28791,2,0.00106679,0.0567461,0.925635,0.103934,2,1
0.35691,0.43978,2,0.00275467,0.191765,0.808194,0.040283,2,1
0.22038,0.37018,2,0.000995901,0.096554,0.928583,0.0678522,2,1
0.3007,0.15167,2,0.00080767,0.0685587,0.943093,0.0878865,2,1
0.3316,0.13719,2,0.000851323,0.0646473,0.940188,0.0923895,2,1
0.56978,0.28714,2,0.045037,0.000748314,0.216432,0.843321,3,0
0.44499,0.45634,2,0.0110472,0.112561,0.495596,0.0724945,-1,0
0.46474,0.44754,2,0.0143984,0.0580497,0.433854,0.124762,-1,0
0.32719,0.39479,2,0.00134898,0.109864,0.903268,0.0624311,2,1
0.32737,0.51312,2,0.0134922,0.690508,0.405794,0.00794906,1,0
0.38065,0.28075,2,0.001107,0.0535874,0.923096,0.10885,2,1
0.3598,0.44002,2,0.0028103,0.190657,0.80492,0.0405725,2,1
0.34835,0.31856,2,0.000994636,0.0680391,0.929966,0.0898703,2,1
0.26199,0.60486,2,0.0572172,0.946896,0.111454,0.00172294,1,0
0.21223,0.41281,2,0.00138883,0.140121,0.899227,0.0507329,2,1
0.55912,0.23104,2,0.0359055,0.000884593,0.26043,0.821826,3,0
0.40434,0.48485,2,0.0112478,0.37081,0.470939,0.022379,-1,0
0.61025,0.33867,2,0.0782129,0.000518211,0.130883,0.883713,3,0
0.38266,0.45183,2,0.0041395,0.215083,0.730187,0.0372991,2,1
0.39733,0.42314,2,0.00284275,0.112724,0.807986,0.0648883,2,1
0.38695,0.45249,2,0.00435682,0.212265,0.719444,0.0379455,2,1
0.35047,0.41439,2,0.00181023,0.130379,0.871047,0.0552245,2,1
0.35605,0.42871,2,0.00227633,0.158755,0.839407,0.0472485,2,1
0.43829,0.51554,2,0.0415683,0.47732,0.172995,0.0177716,-1,0
0.30436,0.5459,2,0.0266632,0.855889,0.236519,0.00387028,1,0
0.19513,0.52407,2,0.0137255,0.747224,0.397849,0.00636571,1,0
0.36187,0.41792,2,0.00200632,0.131251,0.858161,0.0553676,2,1
0.44607,0.38544,2,0.00384098,0.0323942,0.765711,0.171581,2,1
0.51258,0.4443,2,0.0482848,0.0135257,0.180256,0.345746,-1,0
0.44829,0.34393,2,0.00311068,0.0232371,0.806483,0.210947,2,1
0.45259,0.41032,2,0.00576875,0.0378823,0.67712,0.158548,2,1
0.31687,0.46188,2,0.00366584,0.313048,0.750116,0.0248815,2,1
0.23328,0.56632,2,0.0345755,0.90471,0.185187,0.00272389,1,0
0.24907,0.30591,2,0.00083216,0.0770894,0.940998,0.0802925,2,1
0.5595,0.35132,2,0.0461762,0.00111244,0.208339,0.797016,3,0
0.34894,0.29477,2,0.000957014,0.0649221,0.93276,0.092933,2,1
0.41389,0.35483,2,0.00183908,0.0461015,0.875651,0.126531,2,1
0.19928,0.53906,2,0.0196198,0.823252,0.304727,0.00457265,1,0
0.4452,0.44506,2,0.00873742,0.0859915,0.562214,0.0886465,-1,0
0.45953,0.7289,2,0.317267,0.83122,0.0151008,0.00572795,1,0
0.41184,0.47631,2,0.00999694,0.290833,0.507321,0.0293969,-1,0
0.43694,0.42089,2,0.00485469,0.0626788,0.710524,0.108324,2,1
0.5603,0.3634,2,0.0500211,0.00118575,0.193447,0.78982,3,0
0.35843,0.46098,2,0.00426197,0.287148,0.720003,0.0277427,2,1
0.41481,0.5512,2,0.0598151,0.783576,0.114677,0.00617067,1,0
0.3461,0.3415,2,0.00105014,0.0735842,0.925801,0.0848637,2,1
0.25453,0.44775,2,0.00242911,0.241612,0.825981,0.0317534,2,1
0.3671,0.37886,2,0.00139557,0.0828773,0.901497,0.078946,2,1
0.43219,0.45866,2,0.0090665,0.149498,0.544413,0.0558622,-1,0
0.33058,0.37022,2,0.00113756,0.0891444,0.918927,0.0732209,2,1
0.46682,0.41014,2,0.00805268,0.0263055,0.599239,0.207738,-1,0
0.3982,0.58151,2,0.0761928,0.888757,0.0861771,0.00335841,1,0
0.45278,0.50812,2,0.0468681,0.343958,0.158478,0.0277274,-1,0
0.29579,0.35532,2,0.000985594,0.0867332,0.929715,0.0740184,2,1
0.34975,0.44268,2,0.0028028,0.206693,0.80455,0.0375382,2,1
0.47814,0.32251,2,0.00582894,0.00969437,0.690267,0.364917,2,1
0.34141,0.32791,2,0.000992643,0.0714576,0.929928,0.0864656,2,1
0.46765,0.29331,2,0.00418135,0.0124253,0.758416,0.313516,2,1
0.41281,0.30293,2,0.00154704,0.0395868,0.895164,0.139492,2,1
0.39014,0.45494,2,0.0047273,0.218592,0.701079,0.0371184,2,1
0.50565,0.26735,2,0.0109358,0.00380855,0.543454,0.562962,-1,0
0.48125,0.46054,2,0.029403,0.0518521,0.261763,0.143121,-1,0
0.57322,0.2285,2,0.0446924,0.000677188,0.218769,0.853517,3,0
0.28113,0.26712,2,0.000816349,0.0722798,0.942319,0.0843771,2,1
0.20008,0.21723,2,0.000774452,0.0729308,0.945271,0.083433,2,1
0.29629,0.44904,2,0.00266878,0.248404,0.81077,0.0311062,2,1
0.44205,0.29407,2,0.00240062,0.0234614,0.846,0.205953,2,1
0.43407,0.21978,2,0.00193664,0.0265134,0.872846,0.18718,2,1
0.52533,0.35031,2,0.0226157,0.00254743,0.356287,0.654701,3,0
0.55463,0.32095,3,0.0377933,0.00108075,0.247729,0.797846,3,1
0.69127,0.53523,3,0.784083,0.0271414,0.00223685,0.301888,0,0
0.60803,0.3291,3,0.07445,0.000506408,0.137629,0.885129,3,1
0.57219,0.4076,3,0.0890344,0.0015972,0.108902,0.757382,3,1
0.69931,0.41588,3,0.19514,0.000914959,0.0456107,0.840666,3,1
0.56498,0.35198,3,0.050608,0.00100541,0.192738,0.811089,3,1
0.73193,0.42879,3,0.243162,0.00122181,0.0337068,0.810875,3,1
0.53977,0.37048,3,0.0355007,0.00198149,0.254844,0.707098,3,1
0.42715,0.49325,3,0.019444,0.357372,0.330641,0.0245391,-1,0
0.64866,0.31726,3,0.0885121,0.000378368,0.117052,0.908176,3,1
0.59138,0.38037,3,0.084633,0.000853681,0.118109,0.83694,3,1
0.53729,0.48825,3,0.216925,0.0251418,0.0337198,0.269491,-1,0
0.46757,0.39391,3,0.00679255,0.0207244,0.645092,0.239042,2,0
0.63049,0.36592,3,0.100678,0.000539347,0.10061,0.882875,3,1
0.51461,0.41058,3,0.0290398,0.0063865,0.286478,0.480784,-1,0
0.57458,0.42266,3,0.112681,0.00202905,0.0836851,0.724928,3,1
0.71056,0.30164,3,0.0959489,0.000316992,0.1085,0.919897,3,1
0.80714,0.37882,3,0.143464,0.000514163,0.0680424,0.890217,3,1
0.6693,0.48528,3,0.514752,0.00648191,0.00888417,0.554464,-1,0
0.70757,0.34668,3,0.109737,0.000384468,0.0931704,0.90882,3,1
0.75747,0.4974,3,0.63515,0.00984403,0.00514811,0.481067,0,0
0.57856,0.38167,3,0.0741783,0.00102376,0.133853,0.814229,3,1
0.7229,0.48127,3,0.521244,0.00569893,0.00870113,0.580455,-1,0
0.6516,0.49696,3,0.573024,0.00967896,0.00678691,0.478882,-1,0
0.6874,0.45333,3,0.333454,0.00234984,0.0206071,0.725012,3,1
0.59393,0.32752,3,0.06576,0.00058134,0.154453,0.872128,3,1
0.85308,0.29018,3,0.0985737,0.000298935,0.105744,0.923472,3,1
0.46265,0.26368,3,0.00355969,0.0138999,0.787557,0.291394,2,0
0.52575,0.26552,3,0.0183518,0.00206599,0.412534,0.687713,3,0
0.75286,0.47035,3,0.463126,0.00411596,0.0113099,0.637915,3,0
0.6422,0.42409,3,0.190085,0.00119385,0.0465276,0.809566,3,1
0.58274,0.46162,3,0.241074,0.00487772,0.0318186,0.585086,-1,0
0.51498,0.39278,3,0.0237791,0.00491783,0.336187,0.528909,-1,0
0.5489,0.24925,3,0.0301538,0.00111464,0.29663,0.790509,3,1
0.62599,0.50342,3,0.580435,0.0128742,0.00647575,0.422423,-1,0
0.56601,0.52208,3,0.53384,0.039401,0.00745718,0.223343,-1,0
0.68563,0.39787,3,0.154342,0.000669977,0.0616697,0.868568,3,1
0.52853,0.33032,3,0.0224794,0.00213265,0.359917,0.686073,3,1
0.60556,0.41173,3,0.132136,0.00115216,0.0719393,0.808205,3,1
0.59404,0.33606,3,0.0677497,0.000601438,0.149838,0.869374,3,1
0.53438,0.32648,3,0.0254281,0.00179394,0.331529,0.717363,3,1
0.75899,0.35021,3,0.115877,0.000386423,0.0877713,0.908922,3,1
0.50557,0.34462,3,0.0132169,0.00448173,0.490387,0.534669,-1,0
0.58884,0.32083,3,0.061267,0.000604236,0.164984,0.867892,3,1
0.61302,0.40936,3,0.135195,0.00104194,0.070423,0.820721,3,1
0.53005,0.46814,3,0.121771,0.0161431,0.0694737,0.332951,-1,0
0.80151,0.23121,3,0.0926551,0.000276897,0.113238,0.927298,3,1
0.47208,0.34025,3,0.00530712,0.0122894,0.708773,0.319912,2,0
0.52148,0.2716,3,0.0166324,0.00234976,0.436959,0.663196,3,0
0.66514,0.24179,3,0.0840123,0.000315578,0.124505,0.919231,3,1
0.42624,0.34027,3,0.00205933,0.0356274,0.863544,0.153531,2,0
0.66034,0.40583,3,0.159315,0.000795106,0.0588989,0.852511,3,1
0.79806,0.16133,3,0.0910443,0.000270661,0.11544,0.928407,3,1
0.65216,0.32171,3,0.0905501,0.000379282,0.114315,0.908195,3,1
0.62071,0.50635,3,0.589702,0.0144555,0.00618192,0.400457,-1,0
0.61095,0.49574,3,0.505074,0.0110019,0.00900543,0.44726,-1,0
0.57309,0.45803,3,0.203101,0.00500172,0.0398451,0.575545,-1,0
0.52096,0.26285,3,0.0162383,0.00237437,0.443225,0.660856,3,0
0.66609,0.43529,3,0.240997,0.0014636,0.0338121,0.787507,3,1
0.65395,0.3609,3,0.10683,0.000468714,0.0950304,0.894548,3,1
0.7022,0.62973,3,0.90789,0.0863174,0.000726117,0.150767,0,0
0.46724,0.34404,3,0.00477964,0.0143227,0.729776,0.291636,2,0
0.73021,0.50738,3,0.680789,0.0130123,0.00409126,0.429427,0,0
0.61738,0.60072,3,0.865815,0.0902268,0.00113693,0.141364,0,0
0.7159,0.36684,3,0.123701,0.000447472,0.081077,0.899301,3,1
0.56545,0.37933,3,0.0607392,0.00123659,0.161268,0.787163,3,1
0.61316,0.30076,3,0.0720238,0.00044495,0.14303,0.894962,3,1
0.49528,0.41739,3,0.018997,0.0128606,0.380824,0.336284,-1,0
0.64608,0.40875,3,0.157716,0.000870586,0.0593485,0.843004,3,1
0.59049,0.37586,3,0.0809988,0.000823906,0.123721,0.840232,3,1
0.67045,0.31886,3,0.0941528,0.000355691,0.110085,0.912689,3,1
0.54451,0.63415,3,0.761443,0.254694,0.00225469,0.0544267,0,0
0.7076,0.35277,3,0.11301,0.000400644,0.0900615,0.906291,3,1
0.53109,0.38519,3,0.0328998,0.00285301,0.267389,0.64154,3,1
0.66096,0.33922,3,0.098282,0.000398332,0.104676,0.905539,3,1
0.7476,0.37876,3,0.138645,0.000504763,0.0708418,0.891322,3,1
0.58909,0.44577,3,0.192694,0.00289197,0.0437794,0.676794,3,1
0.68595,0.32883,3,0.0996615,0.00035876,0.103644,0.912573,3,1
0.49802,0.33869,3,0.0105068,0.00553357,0.549325,0.487323,-1,0
0.67506,0.62224,3,0.901442,0.0859088,0.00078649,0.150474,0,0
0.42277,0.47592,3,0.0116438,0.256448,0.468547,0.0340551,-1,0
0.74093,0.16826,3,0.0897754,0.000275916,0.117026,0.927288,3,1
0.59392,0.4231,3,0.139985,0.00160281,0.0662673,0.764863,3,1
0.44485,0.29239,3,0.00252619,0.022026,0.839224,0.215282,2,0
0.56898,0.4433,3,0.14686,0.00355922,0.0602881,0.632788,3,1
0.61529,0.51318,3,0.620195,0.0182796,0.00533447,0.358116,0,0
0.49088,0.38956,3,0.0120265,0.00991749,0.505509,0.375307,-1,0
0.79111,0.52683,3,0.780046,0.023316,0.00231237,0.328359,0,0
0.65767,0.25158,3,0.0829396,0.000325395,0.125968,0.9173,3,1
0.50973,0.1021,3,0.0109307,0.00347718,0.544749,0.580854,-1,0
0.59364,0.41202,3,0.120013,0.0012982,0.0797193,0.791378,3,1
0.67413,0.28067,3,0.0884682,0.000321293,0.117989,0.918523,3,1
0.63931,0.48286,3,0.468055,0.0063582,0.0108316,0.554318,-1,0
0.67027,0.34144,3,0.101341,0.000393633,0.101382,0.906598,3,1
0.49907,0.45694,3,0.0439707,0.0279985,0.190238,0.224357,-1,0
0.55695,0.44714,3,0.13193,0.00486035,0.0672368,0.570286,-1,0
0.48033,0.46915,3,0.0351077,0.0674917,0.223312,0.119399,-1,0
0.72277,0.4729,3,0.467104,0.00434845,0.0110897,0.627974,3,0
0.57204,0.24952,3,0.0446046,0.000695934,0.218903,0.850739,3,1
0.54805,0.44285,3,0.104387,0.00521883,0.0869916,0.55055,-1,0
0.53871,0.41438,3,0.0543571,0.00352638,0.171132,0.612328,3,1
0.67272,0.31103,3,0.0928193,0.000344886,0.111896,0.914531,3,1
0.63795,0.27997,3,0.0796483,0.000364545,0.13056,0.90982,3,1
0.67142,0.33304,3,0.098452,0.000376078,0.104764,0.909418,3,1
0.46821,0.28554,3,0.00418406,0.0121249,0.758524,0.317812,2,0
0.59305,0.1211,3,0.0547739,0.000507423,0.184538,0.882057,3,1
0.44216,0.34555,3,0.00277194,0.0268255,0.823882,0.19045,2,0
0.63347,0.31703,3,0.0834386,0.00040549,0.123962,0.902961,3,1
0.79416,0.38589,3,0.151825,0.000561,0.0634201,0.883795,3,1
0.5617,0.4953,3,0.353749,0.0190827,0.0168524,0.328975,-1,0
0.68926,0.35235,3,0.110148,0.000407295,0.0925417,0.904952,3,1
0.47816,0.31845,3,0.00576445,0.009588,0.692932,0.366762,2,0
0.53414,0.57019,3,0.598056,0.190067,0.005168,0.0678704,-1,0
0.7085,0.20815,3,0.0885394,0.000286016,0.118518,0.925232,3,1
0.55963,0.31154,3,0.0402361,0.000949217,0.236228,0.814947,3,1
0.69992,0.33246,3,0.102805,0.000357937,0.100285,0.912957,3,1
0.70053,0.50216,3,0.6397,0.0109593,0.00501378,0.459867,0,0
0.72861,0.30691,3,0.0983353,0.000317267,0.105723,0.920019,3,1
0.51935,0.40268,3,0.029679,0.00492927,0.284349,0.53333,-1,0
0.79019,0.33064,3,0.107882,0.000343497,0.0954073,0.9159,3,1
0.65966,0.32443,3,0.0932082,0.000373831,0.110998,0.909383,3,1
0.71823,0.39305,3,0.153742,0.000610991,0.0622316,0.876725,3,1
0.51606,0.3469,3,0.0176206,0.00328459,0.41741,0.601995,3,0
0.71504,0.44431,3,0.301491,0.00181692,0.0243456,0.761886,3,1
0.61823,0.34517,3,0.0845948,0.00050377,0.121035,0.88676,3,1
0.47956,0.32518,3,0.00609835,0.00935962,0.68022,0.372439,2,0
0.67117,0.25863,3,0.0860767,0.000314737,0.121472,0.919559,3,1
0.40676,0.37442,3,0.00188684,0.0573629,0.871313,0.107723,2,0
0.52814,0.38025,3,0.0294084,0.00293887,0.291914,0.633735,3,1
0.62484,0.42518,3,0.178857,0.00131888,0.0499401,0.795912,3,1
0.59968,0.33408,3,0.0708113,0.000560431,0.143957,0.876109,3,1
0.78888,0.41165,3,0.201716,0.00086615,0.0438503,0.846924,3,1
0.49496,0.33147,3,0.00940891,0.00593166,0.577635,0.470969,-1,0
0.57798,0.48691,3,0.361951,0.0114217,0.0166695,0.427351,-1,0
0.56524,0.38201,3,0.0618923,0.00127618,0.158185,0.783194,3,1
0.63241,0.38384,3,0.115786,0.000639736,0.0857812,0.869522,3,1
0.64237,0.44449,3,0.259462,0.00196389,0.030101,0.747003,3,1
0.56983,0.46072,3,0.205422,0.0056845,0.0390173,0.550518,-1,0
0.62618,0.35965,3,0.094963,0.000525629,0.107155,0.884422,3,1
0.47182,0.49586,3,0.0544936,0.176768,0.142755,0.0557787,-1,0
0.71006,0.52236,3,0.743536,0.0196526,0.0028903,0.355908,0,0
0.64375,0.29837,3,0.0836495,0.00036674,0.124207,0.909803,3,1
0.59967,0.48106,3,0.386261,0.00748993,0.0152776,0.514299,-1,0
0.65082,0.26414,3,0.0820811,0.000337515,0.127094,0.914975,3,1
0.56871,0.48613,3,0.326206,0.0127235,0.0195662,0.402808,-1,0
0.65176,0.33524,3,0.0943574,0.000402079,0.109217,0.904561,3,1
0.51447,0.42872,3,0.0380733,0.00896715,0.226413,0.419094,-1,0
0.58043,0.43022,3,0.1358,0.00219548,0.0675916,0.71589,3,1
0.60235,0.40921,3,0.124913,0.00113369,0.0767224,0.809348,3,1
0.52256,0.13278,3,0.0155008,0.00231149,0.456017,0.664759,3,0
0.50075,0.42201,3,0.0236671,0.0118371,0.327188,0.35587,-1,0
0.48242,0.28379,3,0.00599139,0.00797379,0.686132,0.402775,2,0
0.60038,0.43753,3,0.184819,0.0020895,0.0468776,0.730163,3,1
0.59165,0.34,3,0.0671804,0.000630122,0.150761,0.864986,3,1
0.67475,0.36507,3,0.115308,0.000460705,0.0875192,0.896531,3,1
0.64554,0.42533,3,0.195825,0.00121326,0.0447806,0.808059,3,1
0.63063,0.45708,3,0.304748,0.00292972,0.0233866,0.685907,3,1
0.67425,0.52695,3,0.746681,0.0223984,0.00282043,0.332108,0,0
0.5437,0.47212,3,0.17385,0.0131312,0.0461614,0.379619,-1,0
0.5632,0.35829,3,0.0508826,0.00108171,0.19121,0.802022,3,1
0.59792,0.43174,3,0.165162,0.00186132,0.0541125,0.745822,3,1
0.66117,0.4599,3,0.350945,0.00292824,0.0187897,0.689878,3,1
0.58136,0.3993,3,0.0907793,0.00122766,0.108022,0.794317,3,1
0.66825,0.41455,3,0.180831,0.000918509,0.0501522,0.839162,3,1
0.57594,0.43991,3,0.151222,0.00293943,0.058792,0.668366,3,1
0.62402,0.34974,3,0.0892459,0.00049771,0.114612,0.888232,3,1
0.65904,0.46689,3,0.389367,0.00364534,0.0156348,0.654267,3,1
0.62764,0.34708,3,0.0898497,0.000479027,0.114014,0.8913,3,1
0.65958,0.60008,3,0.885286,0.0761025,0.000948792,0.162469,0,0
0.57763,0.53271,3,0.632444,0.043958,0.00481746,0.213726,0,0
0.66187,0.31815,3,0.0921467,0.000362939,0.112484,0.911228,3,1
0.70361,0.43025,3,0.239837,0.00125821,0.0342919,0.806997,3,1
0.79129,0.48134,3,0.547427,0.00614742,0.00775514,0.567759,-1,0
0.68618,0.50519,3,0.649029,0.0120325,0.00477874,0.442006,0,0
0.50873,0.42858,3,0.0326672,0.0105931,0.25573,0.383463,-1,0
0.66488,0.4181,3,0.187841,0.000991957,0.0476574,0.831232,3,1
0.6661,0.23168,3,0.0837715,0.000312831,0.124918,0.91973,3,1
0.57922,0.40129,3,0.090462,0.00130237,0.108123,0.786418,3,1
0.55788,0.22525,3,0.0350047,0.000907214,0.265616,0.818508,3,1
0.58471,0.41018,3,0.107119,0.00139562,0.0900236,0.779748,3,1
0.80763,0.29491,3,0.0987598,0.000301936,0.105484,0.922918,3,1
0.70557,0.3314,3,0.103085,0.000354045,0.100044,0.91367,3,1
0.75782,0.35643,3,0.119719,0.000405107,0.0844799,0.906015,3,1
0.48863,0.38613,3,0.0109528,0.0102432,0.530243,0.367304,-1,0
0.54899,0.37369,3,0.0438046,0.00163593,0.21482,0.741516,3,1
0.74325,0.46113,3,0.402326,0.00304486,0.0149072,0.687204,3,0
0.37737,0.4287,3,0.00259648,0.143716,0.820446,0.0522171,2,0
0.61217,0.38439,3,0.103862,0.000731235,0.0959423,0.855591,3,1
0.64401,0.58062,3,0.860418,0.0651231,0.00121552,0.178702,0,0
0.74543,0.42848,3,0.245417,0.00122164,0.0332858,0.811054,3,1
0.73176,0.31219,3,0.0997097,0.000321958,0.104111,0.919248,3,1
0.64141,0.2972,3,0.0827594,0.000369699,0.12552,0.909191,3,1
0.62127,0.41962,3,0.162294,0.00119727,0.0564704,0.806648,3,1
0.61438,0.42135,3,0.159597,0.00129618,0.0573922,0.796252,3,1
0.5623,0.27126,3,0.0392644,0.000845345,0.242254,0.82823,3,1
0.64901,0.34956,3,0.0991778,0.000439721,0.103202,0.898626,3,1
0.54769,0.33431,3,0.0346307,0.00132219,0.26413,0.769142,3,1
0.53389,0.32512,3,0.0250379,0.00180979,0.335183,0.715652,3,1
0.55525,0.43413,3,0.101512,0.00364162,0.0911983,0.619993,3,1
0.51419,0.39611,3,0.024125,0.00524747,0.331932,0.516205,-1,0
0.4623,0.33081,3,0.00403643,0.0155867,0.76312,0.27472,2,0
0.66285,0.38874,3,0.134394,0.000610607,0.0727456,0.875309,3,1
0.70302,0.39545,3,0.154632,0.000636773,0.0616851,0.873168,3,1
0.59382,0.46919,3,0.304048,0.00543175,0.0227443,0.570672,-1,0
0.68622,0.47883,3,0.485399,0.00520978,0.0101698,0.59496,-1,0
0.68765,0.37727,3,0.128488,0.000509395,0.0772169,0.889872,3,1
0.46185,0.45679,3,0.0163696,0.078446,0.396125,0.100164,-1,0
0.56915,0.34029,3,0.0511296,0.000876857,0.19205,0.827448,3,1
0.40853,0.36347,3,0.00180003,0.0520135,0.877421,0.115537,2,0
0.42745,0.47801,3,0.0132543,0.253901,0.434132,0.0347875,-1,0
0.79943,0.35788,3,0.122986,0.000412324,0.0819211,0.905031,3,1
0.64532,0.25545,3,0.080028,0.000342426,0.130302,0.913884,3,1
0.56794,0.44575,3,0.151353,0.00385702,0.0579578,0.618383,3,1
0.70594,0.61791,3,0.9037,0.0809696,0.000767847,0.157498,0,0
0.58975,0.32041,3,0.0617817,0.000596506,0.163772,0.869158,3,1
0.61182,0.40087,3,0.121579,0.000914892,0.079895,0.834095,3,1
0.61872,0.27281,3,0.0717339,0.000406819,0.144168,0.901484,3,1
0.57452,0.48392,3,0.333054,0.0108828,0.0190954,0.434248,-1,0
0.61643,0.44559,3,0.235026,0.00227882,0.0342113,0.72153,3,1
0.45869,0.33129,3,0.0037187,0.0171663,0.777726,0.257989,2,0
0.70123,0.39951,3,0.160969,0.000679068,0.0586258,0.867825,3,1
0.49994,0.40547,3,0.0183591,0.0092013,0.393772,0.39845,-1,0
0.54481,0.45636,3,0.12791,0.00804084,0.0679744,0.468647,-1,0
0.59036,0.4413,3,0.18058,0.00253824,0.0477867,0.697816,3,1
